	Species	Genes	Brucella abortus 2308	Brucella canis ATCC 23365	Brucella ceti TE10759-12	Brucella microti CCM 4915	Brucella suis 1330	mean ZH-Score
2790	5	5	WP_002967216.1	WP_004690363.1	WP_006175229.1	WP_004682324.1	WP_006192209.1	4281.96805
1958	5	5	WP_002966719.1	WP_004690665.1	WP_006173903.1	WP_004683273.1	WP_004690665.1	4243.903803225807
732	5	5	WP_002966117.1	WP_002966117.1	WP_002966117.1	WP_002966117.1	WP_002966117.1	4239.358828571428
640	5	5	WP_002965700.1	WP_002965700.1	WP_006175211.1	WP_002965700.1	WP_002965700.1	4236.468352941177
156	5	5	WP_002963996.1	WP_002963996.1	WP_006174083.1	WP_002963996.1	WP_002963996.1	4230.062074999999
1856	5	5	WP_002965736.1	WP_004690354.1	WP_006175250.1	WP_002965736.1	WP_004690354.1	4226.643496428572
1087	5	5	WP_002969861.1	WP_002969861.1	WP_002969861.1	WP_002969861.1	WP_002969861.1	4212.651400000001
2742	5	5	WP_002966062.1	WP_006073700.1	WP_004686877.1	WP_004686877.1	WP_006191979.1	4211.425864705882
1788	5	5	WP_002966211.1	WP_004692394.1	WP_006175617.1	WP_015799839.1	WP_004690124.1	4203.536193103449
627	5	5	WP_002965661.1	WP_002965661.1	WP_006175172.1	WP_002965661.1	WP_002965661.1	4201.200369230769
1909	5	5	WP_002964885.1	WP_004690499.1	WP_004689237.1	WP_004689237.1	WP_004690499.1	4200.936133333334
1578	5	5	WP_002969148.1	WP_004688544.1	WP_006161205.1	WP_004688544.1	WP_004688544.1	4190.56048
1144	5	5	WP_002971524.1	WP_002971524.1	WP_002971524.1	WP_002971524.1	WP_002971524.1	4180.299925
2089	5	5	WP_002970337.1	WP_004691073.1	WP_004684405.1	WP_004684405.1	WP_004691073.1	4177.283352380953
245	5	5	WP_002964320.1	WP_002964320.1	WP_002964320.1	WP_002964320.1	WP_002964320.1	4177.268375
2335	5	5	WP_002970766.1	WP_006073395.1	WP_006162164.1	WP_006162164.1	WP_006073395.1	4175.314696551724
1169	5	5	WP_002972125.1	WP_002972125.1	WP_002972125.1	WP_002972125.1	WP_002972125.1	4174.973126666667
2382	5	5	WP_002972099.1	WP_006133397.1	WP_006161889.1	WP_006161889.1	WP_006133397.1	4173.7816454545455
58	5	5	WP_002963624.1	WP_002963624.1	WP_002963624.1	WP_002963624.1	WP_002963624.1	4173.08659
1059	5	5	WP_002969349.1	WP_002969349.1	WP_002969349.1	WP_015799856.1	WP_002969349.1	4171.619017857142
2731	5	5	WP_002966143.1	WP_004687330.1	WP_002966143.1	WP_041594745.1	WP_006191928.1	4168.541411764706
1489	5	5	WP_002965401.1	WP_004687882.1	WP_004687882.1	WP_004687882.1	WP_004687882.1	4161.439424
2631	5	5	WP_002965438.1	WP_004691381.1	WP_006173671.1	WP_012783841.1	WP_006191218.1	4159.52752
1743	5	5	WP_002966527.1	WP_004689955.1	WP_006175918.1	WP_004687578.1	WP_004689955.1	4158.385879166667
2649	5	5	WP_002967140.1	WP_002967140.1	WP_002967140.1	WP_002967140.1	WP_006191516.1	4135.9720739130435
2822	5	5	WP_002964793.1	WP_002964793.1	WP_002964793.1	WP_002964793.1	WP_006192498.1	4134.229255555556
131	5	5	WP_002963911.1	WP_002963911.1	WP_006174043.1	WP_002963911.1	WP_002963911.1	4116.363499999999
2805	5	5	WP_002965601.1	WP_004689169.1	WP_004689169.1	WP_041594767.1	WP_006192267.1	4113.026808333334
1801	5	5	WP_002966131.1	WP_006133779.1	WP_006175553.1	WP_002966131.1	WP_004690170.1	4107.337745
98	5	5	WP_002966734.1	WP_002963812.1	WP_002963812.1	WP_002963812.1	WP_002963812.1	4104.374760869565
68	5	5	WP_002963708.1	WP_002963708.1	WP_002963708.1	WP_002963708.1	WP_002963708.1	4100.249266666667
1270	5	5	WP_002971458.1	WP_004683738.1	WP_004683738.1	WP_004683738.1	WP_004683738.1	4091.3452133333344
1607	5	5	WP_002966513.1	WP_006133592.1	WP_006175903.1	WP_012783775.1	WP_004688809.1	4091.1164833333332
718	5	5	WP_002966068.1	WP_002966068.1	WP_006175502.1	WP_002966068.1	WP_002966068.1	4089.4133000000006
338	5	5	WP_002964625.1	WP_002964625.1	WP_002964625.1	WP_002964625.1	WP_002964625.1	4088.230461538463
1519	5	5	WP_002963726.1	WP_004688118.1	WP_004688118.1	WP_004683280.1	WP_004688118.1	4078.60728
412	5	5	WP_002964874.1	WP_002964874.1	WP_002964874.1	WP_002964874.1	WP_002964874.1	4072.5549999999994
858	5	5	WP_002966632.1	WP_002966632.1	WP_002966632.1	WP_002966632.1	WP_002966632.1	4065.2935190476182
246	5	5	WP_002964323.1	WP_002964323.1	WP_002964323.1	WP_015799647.1	WP_002964323.1	4060.9620785714283
2369	5	5	WP_002970321.1	WP_006132919.1	WP_002970321.1	WP_002970321.1	WP_006132919.1	4058.5705600000006
2657	5	5	WP_002966589.1	WP_002966589.1	WP_002966589.1	WP_002966589.1	WP_006191545.1	4052.553118181818
702	5	5	WP_002967286.1	WP_002965997.1	WP_002965997.1	WP_015799888.1	WP_002965997.1	4046.564611111111
2422	5	5	WP_002963532.1	WP_004682986.1	WP_004682986.1	WP_004682986.1	WP_006189860.1	4041.7283333333335
713	5	5	WP_002966040.1	WP_002966040.1	WP_002966040.1	WP_002966040.1	WP_002966040.1	4041.625892307692
2436	5	5	WP_002963656.1	WP_004690629.1	WP_006173838.1	WP_012783891.1	WP_006189948.1	4036.9792800000005
2298	5	5	WP_002965453.1	WP_006017048.1	WP_006017048.1	WP_006017048.1	WP_006017048.1	4035.8334124999997
1836	5	5	WP_002965841.1	WP_004690304.1	WP_023598592.1	WP_002965841.1	WP_004690304.1	4034.068363636364
2566	5	5	WP_002964638.1	WP_006132812.1	WP_002964638.1	WP_002964638.1	WP_006190670.1	4023.8606764705874
195	5	5	WP_002966812.1	WP_002964111.1	WP_002964111.1	WP_002964111.1	WP_002964111.1	4022.1824857142865
1258	5	5	WP_002963954.1	WP_004683629.1	WP_004683629.1	WP_004683629.1	WP_004683629.1	4020.1652423076916
1813	5	5	WP_002968963.1	WP_004690223.1	WP_004690223.1	WP_004690223.1	WP_004690223.1	4018.3287846153844
1005	5	5	WP_002968213.1	WP_002968213.1	WP_002968213.1	WP_002968213.1	WP_002968213.1	4008.68207826087
1570	5	5	WP_002966865.1	WP_004690938.1	WP_006174397.1	WP_015799660.1	WP_004688499.1	4000.7291913043464
1128	5	5	WP_002971287.1	WP_002971287.1	WP_002971287.1	WP_015799808.1	WP_002971287.1	3996.3349875
634	5	5	WP_002965682.1	WP_002965682.1	WP_002965682.1	WP_002965682.1	WP_002965682.1	3995.0426380952376
912	5	5	WP_002967087.1	WP_002967087.1	WP_006173643.1	WP_002967087.1	WP_002967087.1	3981.5648769230766
477	5	5	WP_002965082.1	WP_002965082.1	WP_002965082.1	WP_015799773.1	WP_002965082.1	3979.659153846154
2044	5	5	WP_002964369.1	WP_012219660.1	WP_004688463.1	WP_004688463.1	WP_004690918.1	3978.1441590909085
1925	5	5	WP_002963499.1	WP_004690558.1	WP_006173736.1	WP_012783864.1	WP_004690558.1	3965.38179375
1954	5	5	WP_002963706.1	WP_004690656.1	WP_002967489.1	WP_002967489.1	WP_004690656.1	3964.513775000001
838	5	5	WP_002966538.1	WP_002966538.1	WP_002966538.1	WP_002966538.1	WP_002966538.1	3963.0050315789467
2764	5	5	WP_002965939.1	WP_004689049.1	WP_023598594.1	WP_015799899.1	WP_006192080.1	3950.125689473685
1219	5	5	WP_002965793.1	WP_004682211.1	WP_006175305.1	WP_004682211.1	WP_004682211.1	3934.9086210526316
201	5	5	WP_002964124.1	WP_002964124.1	WP_006174177.1	WP_015799609.1	WP_002964124.1	3932.8879481481486
2775	5	5	WP_002965858.1	WP_002965858.1	WP_002965858.1	WP_002965858.1	WP_006192132.1	3909.507600000001
654	5	5	WP_002965755.1	WP_002965755.1	WP_002965755.1	WP_015799941.1	WP_002965755.1	3908.403896153846
1789	5	5	WP_002966206.1	WP_004690127.1	WP_004681729.1	WP_004681729.1	WP_004690127.1	3907.900507692308
221	5	5	WP_002964252.1	WP_002964252.1	WP_002964252.1	WP_002964252.1	WP_002964252.1	3905.2571125
1707	5	5	WP_002964131.1	WP_004689686.1	WP_004689686.1	WP_004689686.1	WP_004689686.1	3905.065091666667
2684	5	5	WP_002966402.1	WP_004692534.1	WP_006175792.1	WP_002966402.1	WP_006191685.1	3903.6192709677416
264	5	5	WP_002964361.1	WP_002964361.1	WP_002964361.1	WP_015799650.1	WP_002964361.1	3898.8047000000006
30	5	5	WP_002963545.1	WP_002963545.1	WP_006173779.1	WP_002963545.1	WP_002963545.1	3889.562884210526
1461	5	5	WP_002966653.1	WP_004687646.1	WP_004687646.1	WP_015799984.1	WP_004687646.1	3882.0206304347844
827	5	5	WP_002966506.1	WP_004692611.1	WP_006175893.1	WP_002966506.1	WP_002966506.1	3877.070028571429
1124	5	5	WP_002971236.1	WP_006133822.1	WP_002971236.1	WP_002971236.1	WP_002971236.1	3875.205040909091
2633	5	5	WP_002971698.1	WP_005977858.1	WP_006173672.1	WP_005977858.1	WP_006191224.1	3871.999388235294
1041	5	5	WP_002969292.1	WP_002968928.1	WP_002968928.1	WP_008511224.1	WP_002968928.1	3871.9473416666674
1934	5	5	WP_002963583.1	WP_004690596.1	WP_006173790.1	WP_004688032.1	WP_004690596.1	3864.9375517241383
1363	5	5	WP_002969545.1	WP_004685664.1	WP_006174263.1	WP_004685664.1	WP_004685664.1	3863.5371937500004
1832	5	5	WP_002965866.1	WP_004690289.1	WP_006175347.1	WP_002965866.1	WP_004690289.1	3850.902084
1089	5	5	WP_002970039.1	WP_002970039.1	WP_005968547.1	WP_005968547.1	WP_002970039.1	3848.7898652173913
2638	5	5	WP_002965464.1	WP_004691420.1	WP_006173684.1	WP_002965464.1	WP_006191270.1	3845.6972866666674
525	5	5	WP_002965230.1	WP_002965230.1	WP_002965230.1	WP_002965230.1	WP_002965230.1	3842.0646
715	5	5	WP_002966050.1	WP_002966050.1	WP_002966050.1	WP_002966050.1	WP_002966050.1	3841.2130500000003
2556	5	5	WP_002966905.1	WP_004691010.1	WP_002966905.1	WP_002966905.1	WP_006190647.1	3815.1957529411766
1149	5	5	WP_002971552.1	WP_002971552.1	WP_002971552.1	WP_002971552.1	WP_002971552.1	3813.4240608695645
596	5	5	WP_002971637.1	WP_002971637.1	WP_006160576.1	WP_002971637.1	WP_002965537.1	3810.66936
2248	5	5	WP_002967196.1	WP_004692509.1	WP_006175753.1	WP_015799815.1	WP_004692509.1	3806.4457428571427
2587	5	5	WP_002965046.1	WP_002965046.1	WP_002965046.1	WP_002965046.1	WP_006190972.1	3804.9000666666666
2223	5	5	WP_002967270.1	WP_006133370.1	WP_004682021.1	WP_015799902.1	WP_004692207.1	3797.893647619048
157	5	5	WP_002963998.1	WP_002963998.1	WP_006174087.1	WP_008935676.1	WP_002963998.1	3793.006975
547	5	5	WP_002965327.1	WP_002965327.1	WP_002965327.1	WP_002965327.1	WP_002965327.1	3776.1599103448284
222	5	5	WP_002964253.1	WP_002964253.1	WP_006174279.1	WP_002964253.1	WP_002964253.1	3763.382916666667
1821	5	5	WP_002965932.1	WP_004690256.1	WP_004686033.1	WP_004686033.1	WP_004690256.1	3754.4701909090913
666	5	5	WP_002965799.1	WP_002965799.1	WP_002965799.1	WP_002965799.1	WP_002965799.1	3751.6903999999995
1526	5	5	WP_002963829.1	WP_004691920.1	WP_006641916.1	WP_015799556.1	WP_004688182.1	3743.2925133333338
2618	5	5	WP_002965326.1	WP_002968086.1	WP_002968086.1	WP_002968086.1	WP_006191146.1	3736.2783942857145
2087	5	5	WP_002964943.1	WP_004691071.1	WP_006173399.1	WP_004691071.1	WP_004691071.1	3734.27785
2237	5	5	WP_002966210.1	WP_004692392.1	WP_002968361.1	WP_002968361.1	WP_004692392.1	3732.3545999999997
2674	5	5	WP_002966481.1	WP_006133604.1	WP_002966481.1	WP_002966481.1	WP_006191611.1	3726.051363333333
2322	5	5	WP_002969455.1	WP_004691949.1	WP_006160755.1	WP_012783900.1	WP_006072326.1	3724.1321749999997
2620	5	5	WP_002965357.1	WP_004684653.1	WP_004684653.1	WP_004684653.1	WP_006191169.1	3718.7587999999996
1703	5	5	WP_002966802.1	WP_004689666.1	WP_006641928.1	WP_004689666.1	WP_004689666.1	3716.684361111111
1652	5	5	WP_002964745.1	WP_004689198.1	WP_004689198.1	WP_004689198.1	WP_004689198.1	3715.069636363636
1095	5	5	WP_002970243.1	WP_002970243.1	WP_006161481.1	WP_002970243.1	WP_002970243.1	3715.069636363636
138	5	5	WP_002963936.1	WP_002963936.1	WP_002963936.1	WP_002963936.1	WP_002963936.1	3712.7998727272734
2512	5	5	WP_002964237.1	WP_002964237.1	WP_002964237.1	WP_015799634.1	WP_006190460.1	3704.008545454545
2318	5	5	WP_002969782.1	WP_006133171.1	WP_002969782.1	WP_002969782.1	WP_006072176.1	3695.5965875
2690	5	5	WP_002966336.1	WP_002966336.1	WP_006172097.1	WP_002966336.1	WP_006191741.1	3691.454023076923
475	5	5	WP_002965078.1	WP_004692092.1	WP_002965078.1	WP_002965078.1	WP_002965078.1	3689.394272727273
2138	5	5	WP_002965356.1	WP_004692030.1	WP_002965356.1	WP_012783823.1	WP_004691289.1	3688.351811764706
2393	5	5	WP_002968384.1	WP_006133769.1	WP_006175570.1	WP_006133769.1	WP_006133769.1	3686.106571428572
879	5	5	WP_002966738.1	WP_004691921.1	WP_002966738.1	WP_002966738.1	WP_002966738.1	3680.258641666666
1833	5	5	WP_002965865.1	WP_004690290.1	WP_002965865.1	WP_002965865.1	WP_004690290.1	3672.062242105263
847	5	5	WP_002966577.1	WP_002966577.1	WP_006162331.1	WP_002966577.1	WP_002966577.1	3645.3852222222217
237	5	5	WP_002964296.1	WP_002964296.1	WP_006174309.1	WP_015799643.1	WP_002964296.1	3639.6394733333336
2130	5	5	WP_002965272.1	WP_004691209.1	WP_004685324.1	WP_012783809.1	WP_004691209.1	3633.032711111112
1140	5	5	WP_002971459.1	WP_041594673.1	WP_002971459.1	WP_002971459.1	WP_002971459.1	3632.358761904761
1415	5	5	WP_002965971.1	WP_004687235.1	WP_004687235.1	WP_004687235.1	WP_004687235.1	3632.2910923076925
1618	5	5	WP_002967332.1	WP_006133723.1	WP_004688915.1	WP_006164854.1	WP_004688915.1	3630.1725100000003
657	5	5	WP_002965763.1	WP_002965763.1	WP_002965763.1	WP_002965763.1	WP_002965763.1	3609.612383333334
2381	5	5	WP_002971556.1	WP_006133224.1	WP_005969785.1	WP_005969785.1	WP_006133224.1	3605.479509090909
103	5	5	WP_002963821.1	WP_004691923.1	WP_002963821.1	WP_002963821.1	WP_002963821.1	3601.364696875
660	5	5	WP_002965770.1	WP_002965770.1	WP_006161868.1	WP_002965770.1	WP_002965770.1	3596.5176952380953
2131	5	5	WP_002965273.1	WP_004691210.1	WP_006173571.1	WP_004685325.1	WP_004691210.1	3587.3385739130445
1241	5	5	WP_002963547.1	WP_004683016.1	WP_004683016.1	WP_004683016.1	WP_004683016.1	3586.623333333334
609	5	5	WP_002965604.1	WP_002965604.1	WP_002965604.1	WP_002965604.1	WP_002965604.1	3575.97
2697	5	5	WP_002967356.1	WP_004690068.1	WP_004686144.1	WP_004686144.1	WP_006191761.1	3570.8167750000002
566	5	5	WP_002965384.1	WP_002965384.1	WP_002965384.1	WP_002965384.1	WP_002965384.1	3570.7378500000004
2127	5	5	WP_002965261.1	WP_004691202.1	WP_006160438.1	WP_004689360.1	WP_004691202.1	3567.750657142857
1099	5	5	WP_002970372.1	WP_002970372.1	WP_006173463.1	WP_002970372.1	WP_002970372.1	3553.448553571429
2799	5	5	WP_002971942.1	WP_006133492.1	WP_006161737.1	WP_006161737.1	WP_006192242.1	3550.2092620689655
2786	5	5	WP_002965748.1	WP_006133452.1	WP_006175262.1	WP_006133452.1	WP_006192192.1	3549.174175
1831	5	5	WP_002965881.1	WP_004690284.1	WP_004689067.1	WP_004689067.1	WP_004690284.1	3547.374152941176
711	5	5	WP_002966034.1	WP_004690217.1	WP_006161987.1	WP_002966034.1	WP_002966034.1	3540.57734
856	5	5	WP_002966626.1	WP_002966626.1	WP_002966626.1	WP_002966626.1	WP_002966626.1	3537.568510000001
843	5	5	WP_002966562.1	WP_002966562.1	WP_006175957.1	WP_002966562.1	WP_002966562.1	3531.3670000000006
211	5	5	WP_002964188.1	WP_002964188.1	WP_002964188.1	WP_002964188.1	WP_002964188.1	3531.2102857142854
1255	5	5	WP_002963894.1	WP_004683553.1	WP_004683553.1	WP_004683553.1	WP_004683553.1	3524.32810625
2332	5	5	WP_002972147.1	WP_006073322.1	WP_006170632.1	WP_041594738.1	WP_006073322.1	3523.6224111111105
1096	5	5	WP_002970268.1	WP_006132879.1	WP_006174726.1	WP_002970268.1	WP_002970268.1	3520.475942857142
851	5	5	WP_002966603.1	WP_006134753.1	WP_006175973.1	WP_002966603.1	WP_002966603.1	3511.864383333333
836	5	5	WP_002966536.1	WP_002966536.1	WP_002966536.1	WP_002966536.1	WP_002966536.1	3508.8512433333335
2861	5	5	WP_002964756.1	WP_002964756.1	WP_006174694.1	WP_015799723.1	WP_006279018.1	3507.689111111111
2015	5	5	WP_002964146.1	WP_004690834.1	WP_006174193.1	WP_015799615.1	WP_004690834.1	3501.913857142857
2467	5	5	WP_002963879.1	WP_006253097.1	WP_006174023.1	WP_004688208.1	WP_006190051.1	3496.672586956522
48	5	5	WP_002963594.1	WP_002963594.1	WP_006173805.1	WP_002963594.1	WP_002963594.1	3492.0937393939394
2693	5	5	WP_002966326.1	WP_004692483.1	WP_002966326.1	WP_002966326.1	WP_006191750.1	3489.0628500000003
1259	5	5	WP_002963967.1	WP_004683648.1	WP_004683648.1	WP_004683648.1	WP_004683648.1	3487.2982583333337
1999	5	5	WP_002968729.1	WP_004690779.1	WP_006072599.1	WP_004690779.1	WP_004690779.1	3484.0345090909086
1381	5	5	WP_002969412.1	WP_004686803.1	WP_004686803.1	WP_041594690.1	WP_004686803.1	3480.155997058824
2830	5	5	WP_002969611.1	WP_004692813.1	WP_006174773.1	WP_002967933.1	WP_006192554.1	3479.7709739130437
1977	5	5	WP_002966745.1	WP_004690717.1	WP_023598559.1	WP_004689586.1	WP_004690717.1	3477.8032629629633
1690	5	5	WP_002963653.1	WP_004689517.1	WP_004689517.1	WP_004689517.1	WP_004689517.1	3473.496309090908
1409	5	5	WP_002965888.1	WP_004690280.1	WP_004687181.1	WP_004687181.1	WP_004687181.1	3469.946483333333
1862	5	5	WP_002965709.1	WP_004690366.1	WP_006175220.1	WP_002965709.1	WP_004690366.1	3466.2280277777777
2500	5	5	WP_002964139.1	WP_004688345.1	WP_004688345.1	WP_004688345.1	WP_006190202.1	3460.2294714285713
1747	5	5	WP_002967168.1	WP_006253301.1	WP_006175894.1	WP_002968232.1	WP_004689965.1	3453.188166666667
2244	5	5	WP_002969368.1	WP_004692444.1	WP_006175664.1	WP_002966277.1	WP_004692444.1	3449.3802
1211	5	5	WP_002965964.1	WP_004690243.1	WP_004681948.1	WP_004681948.1	WP_004681948.1	3446.2814300000005
223	5	5	WP_002964254.1	WP_002964254.1	WP_002964254.1	WP_002964254.1	WP_002964254.1	3445.084493333333
2389	5	5	WP_002966520.1	WP_006133590.1	WP_002966520.1	WP_002966520.1	WP_006133590.1	3441.4225538461537
2610	5	5	WP_002965256.1	WP_006133046.1	WP_006173569.1	WP_004687816.1	WP_006191107.1	3432.331847619047
1949	5	5	WP_002966708.1	WP_004690637.1	WP_002966708.1	WP_002966708.1	WP_004690637.1	3431.5679222222225
315	5	5	WP_002964538.1	WP_002964538.1	WP_002964538.1	WP_002964538.1	WP_002964538.1	3428.529
1313	5	5	WP_002969201.1	WP_004684435.1	WP_006173413.1	WP_004684435.1	WP_004684435.1	3428.529
1590	5	5	WP_002964810.1	WP_004688686.1	WP_004688686.1	WP_004688686.1	WP_004688686.1	3427.879509090909
2449	5	5	WP_002970982.1	WP_005969588.1	WP_005969588.1	WP_005969588.1	WP_006189980.1	3421.9295093750006
1457	5	5	WP_002966621.1	WP_012219788.1	WP_006175996.1	WP_004687625.1	WP_004687625.1	3418.2195062500004
2060	5	5	WP_002964513.1	WP_004690978.1	WP_004688538.1	WP_004688538.1	WP_004690978.1	3415.7630588235297
821	5	5	WP_002966475.1	WP_006133609.1	WP_002966475.1	WP_002966475.1	WP_002966475.1	3415.2871333333333
1092	5	5	WP_002970158.1	WP_002970158.1	WP_006174473.1	WP_002970158.1	WP_002970158.1	3401.9040099999997
650	5	5	WP_002965744.1	WP_002965744.1	WP_006161840.1	WP_002965744.1	WP_002965744.1	3401.0858500000004
960	5	5	WP_002964313.1	WP_002967724.1	WP_002967724.1	WP_002967724.1	WP_002967724.1	3390.0080562499998
91	5	5	WP_002963797.1	WP_004691929.1	WP_002963797.1	WP_002963797.1	WP_002963797.1	3385.471165217391
2281	5	5	WP_002971779.1	WP_006133052.1	WP_006173583.1	WP_005977570.1	WP_005977570.1	3361.2448473684212
2766	5	5	WP_002967271.1	WP_002967271.1	WP_006175387.1	WP_002967271.1	WP_006192094.1	3353.26805
2542	5	5	WP_002964473.1	WP_002964473.1	WP_002964473.1	WP_002964473.1	WP_006190569.1	3346.8526285714283
2621	5	5	WP_002965358.1	WP_002965358.1	WP_002965358.1	WP_002965358.1	WP_006191171.1	3345.604317647059
2391	5	5	WP_002971972.1	WP_006133687.1	WP_006105150.1	WP_006105150.1	WP_006133687.1	3341.39416923077
852	5	5	WP_002966604.1	WP_002966604.1	WP_002966604.1	WP_002966604.1	WP_002966604.1	3339.4375200000004
2735	5	5	WP_002966097.1	WP_004692289.1	WP_002966097.1	WP_015799868.1	WP_006191954.1	3337.539455172414
2275	5	5	WP_006077714.1	WP_006133694.1	WP_006175654.1	WP_005971705.1	WP_005971705.1	3335.0686799999994
1858	5	5	WP_002967219.1	WP_004690358.1	WP_006175238.1	WP_041594764.1	WP_004690358.1	3333.3419400000007
1484	5	5	WP_002967057.1	WP_004691204.1	WP_004687820.1	WP_004687820.1	WP_004687820.1	3330.410683333333
36	5	5	WP_002963557.1	WP_002963557.1	WP_002963557.1	WP_002963557.1	WP_002963557.1	3322.715366666666
488	5	5	WP_002965136.1	WP_004691153.1	WP_002965136.1	WP_002965136.1	WP_002965136.1	3321.3148799999994
1531	5	5	WP_002963907.1	WP_004688221.1	WP_004688221.1	WP_004688221.1	WP_004688221.1	3320.271513636364
1165	5	5	WP_002972060.1	WP_002972060.1	WP_002972060.1	WP_002972060.1	WP_002972060.1	3317.5016944444446
1534	5	5	WP_002966777.1	WP_004688249.1	WP_004688249.1	WP_004688249.1	WP_004688249.1	3315.923992857142
1334	5	5	WP_002965390.1	WP_004684672.1	WP_004684672.1	WP_004684672.1	WP_004684672.1	3312.75755
2876	5	5	WP_002966500.1	WP_004689968.1	WP_004688816.1	WP_012783778.1	WP_011069089.1	3312.0932040000002
1075	5	5	WP_002969562.1	WP_002969562.1	WP_002969562.1	WP_002969562.1	WP_002969562.1	3309.5006705882356
407	5	5	WP_002964855.1	WP_002964855.1	WP_006174759.1	WP_002964855.1	WP_002964855.1	3308.13945
2854	5	5	WP_002966148.1	WP_004687334.1	WP_006175557.1	WP_004687334.1	WP_006278868.1	3303.0050375
2484	5	5	WP_006077088.1	WP_002963966.1	WP_002963966.1	WP_015799583.1	WP_006190108.1	3301.1404454545454
146	5	5	WP_002963965.1	WP_002963965.1	WP_002963965.1	WP_002963965.1	WP_002963965.1	3301.1404454545454
2156	5	5	WP_002965463.1	WP_004691418.1	WP_002965463.1	WP_002965463.1	WP_004691418.1	3300.08365
1138	5	5	WP_002971431.1	WP_017403408.1	WP_006174259.1	WP_002971431.1	WP_002971431.1	3295.909108333333
1871	5	5	WP_002967381.1	WP_004690408.1	WP_006175127.1	WP_004690408.1	WP_004690408.1	3294.68921875
1658	5	5	WP_002964897.1	WP_004689242.1	WP_004689242.1	WP_004689242.1	WP_004689242.1	3291.4305555555557
2067	5	5	WP_002964544.1	WP_004690991.1	WP_006174469.1	WP_004688555.1	WP_004690991.1	3287.112577777778
1855	5	5	WP_002965742.1	WP_006133455.1	WP_004682293.1	WP_004682293.1	WP_004690352.1	3286.0377411764703
2063	5	5	WP_002966889.1	WP_004690982.1	WP_004688543.1	WP_015799677.1	WP_004690982.1	3284.033379310344
1695	5	5	WP_002969427.1	WP_004689593.1	WP_004689593.1	WP_004689593.1	WP_004689593.1	3277.16345
2732	5	5	WP_002968873.1	WP_004681847.1	WP_004681847.1	WP_004681847.1	WP_006191931.1	3275.904805555556
1121	5	5	WP_002971212.1	WP_002971212.1	WP_002971212.1	WP_041594756.1	WP_002971212.1	3273.9127
1723	5	5	WP_002964453.1	WP_004689791.1	WP_004689791.1	WP_015799662.1	WP_004689791.1	3265.938190476191
1995	5	5	WP_002963976.1	WP_004690768.1	WP_023598557.1	WP_015799584.1	WP_004690768.1	3262.481322222222
575	5	5	WP_002965420.1	WP_002965420.1	WP_006641413.1	WP_002965420.1	WP_002965420.1	3259.873144
2651	5	5	WP_002966611.1	WP_004692679.1	WP_006175983.1	WP_004685173.1	WP_006191520.1	3257.1892444444447
830	5	5	WP_002966516.1	WP_002966516.1	WP_002966516.1	WP_002966516.1	WP_002966516.1	3252.8299799999995
2640	5	5	WP_002969731.1	WP_004689426.1	WP_006173685.1	WP_012783848.1	WP_006191273.1	3249.936147619048
